Kernel backend: cce
Autodetected device type: cuda
2026-02-02 17:08:00,507 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1
Vocab size: 32,768
Loading SFT dataset from data/diff_sft.jsonl
SFT dataset size: 60052 examples
Loading pretrained model from /home/dave/.cache/nanochat/base_checkpoints/d16_400M_fim_cce
Loaded checkpoint from step 10000
Parameters: 398,458,912
Training for 2 epochs, 15013 steps/epoch, 30026 total steps
Warmup steps: 3002
  step 00050/30026 | epoch 1/2 | loss: 1.7691 | avg: 1.5291 | lr: 8.33e-07
  step 13000/30026 | epoch 1/2 | loss: 0.7818 | avg: 1.0251 | lr: 3.49e-05
  step 13050/30026 | epoch 1/2 | loss: 0.8974 | avg: 1.0249 | lr: 3.48e-05
  step 13100/30026 | epoch 1/2 | loss: 0.9043 | avg: 1.0243 | lr: 3.47e-05
  step 13150/30026 | epoch 1/2 | loss: 0.8013 | avg: 1.0239 | lr: 3.45e-05
  step 13200/30026 | epoch 1/2 | loss: 0.9810 | avg: 1.0235 | lr: 3.44e-05
  step 13250/30026 | epoch 1/2 | loss: 0.8532 | avg: 1.0232 | lr: 3.43e-05
  step 13300/30026 | epoch 1/2 | loss: 0.7350 | avg: 1.0228 | lr: 3.41e-05
  step 13350/30026 | epoch 1/2 | loss: 0.8158 | avg: 1.0222 | lr: 3.40e-05
  step 13400/30026 | epoch 1/2 | loss: 0.4542 | avg: 1.0218 | lr: 3.39e-05
  step 13450/30026 | epoch 1/2 | loss: 0.5287 | avg: 1.0214 | lr: 3.37e-05
  step 13500/30026 | epoch 1/2 | loss: 0.8101 | avg: 1.0211 | lr: 3.36e-05
  step 13550/30026 | epoch 1/2 | loss: 0.8515 | avg: 1.0206 | lr: 3.34e-05
  step 13600/30026 | epoch 1/2 | loss: 0.8682 | avg: 1.0203 | lr: 3.33e-05
  step 13650/30026 | epoch 1/2 | loss: 0.3657 | avg: 1.0200 | lr: 3.32e-05
  step 13700/30026 | epoch 1/2 | loss: 0.7403 | avg: 1.0196 | lr: 3.30e-05
  step 13750/30026 | epoch 1/2 | loss: 0.5948 | avg: 1.0193 | lr: 3.29e-05
  step 13800/30026 | epoch 1/2 | loss: 1.2503 | avg: 1.0191 | lr: 3.28e-05
  step 13850/30026 | epoch 1/2 | loss: 1.2375 | avg: 1.0186 | lr: 3.26e-05
  step 13900/30026 | epoch 1/2 | loss: 0.9694 | avg: 1.0183 | lr: 3.25e-05
  step 13950/30026 | epoch 1/2 | loss: 0.7865 | avg: 1.0178 | lr: 3.23e-05
  step 14000/30026 | epoch 1/2 | loss: 1.1184 | avg: 1.0176 | lr: 3.22e-05
  step 14050/30026 | epoch 1/2 | loss: 0.7483 | avg: 1.0173 | lr: 3.21e-05
  step 14100/30026 | epoch 1/2 | loss: 1.0169 | avg: 1.0170 | lr: 3.19e-05
  step 14150/30026 | epoch 1/2 | loss: 0.6112 | avg: 1.0165 | lr: 3.18e-05
  step 14200/30026 | epoch 1/2 | loss: 0.5754 | avg: 1.0165 | lr: 3.16e-05
  step 14250/30026 | epoch 1/2 | loss: 0.9515 | avg: 1.0164 | lr: 3.15e-05
  step 14300/30026 | epoch 1/2 | loss: 0.6934 | avg: 1.0159 | lr: 3.14e-05
  step 14350/30026 | epoch 1/2 | loss: 1.2589 | avg: 1.0157 | lr: 3.12e-05
  step 14400/30026 | epoch 1/2 | loss: 0.9132 | avg: 1.0156 | lr: 3.11e-05
  step 14450/30026 | epoch 1/2 | loss: 0.8680 | avg: 1.0154 | lr: 3.09e-05
  step 14500/30026 | epoch 1/2 | loss: 0.9392 | avg: 1.0150 | lr: 3.08e-05
  step 14550/30026 | epoch 1/2 | loss: 0.5887 | avg: 1.0148 | lr: 3.07e-05
  step 14600/30026 | epoch 1/2 | loss: 0.6295 | avg: 1.0143 | lr: 3.05e-05
  step 14650/30026 | epoch 1/2 | loss: 0.8952 | avg: 1.0139 | lr: 3.04e-05
  step 14700/30026 | epoch 1/2 | loss: 0.9184 | avg: 1.0137 | lr: 3.02e-05
  step 14750/30026 | epoch 1/2 | loss: 0.7060 | avg: 1.0136 | lr: 3.01e-05
  step 14800/30026 | epoch 1/2 | loss: 1.1689 | avg: 1.0134 | lr: 3.00e-05
  step 14850/30026 | epoch 1/2 | loss: 1.2485 | avg: 1.0132 | lr: 2.98e-05
  step 14900/30026 | epoch 1/2 | loss: 0.8687 | avg: 1.0129 | lr: 2.97e-05
  step 14950/30026 | epoch 1/2 | loss: 1.0848 | avg: 1.0127 | lr: 2.95e-05
  step 15000/30026 | epoch 1/2 | loss: 1.1684 | avg: 1.0127 | lr: 2.94e-05
2026-02-02 18:41:00,925 - nanochat.checkpoint_manager - [32m[1mINFO[0m - Saved model parameters to: /home/dave/.cache/nanochat/sft_checkpoints/d16/model_015000.pt
2026-02-02 18:41:00,934 - nanochat.checkpoint_manager - [32m[1mINFO[0m - Saved metadata to: /home/dave/.cache/nanochat/sft_checkpoints/d16/meta_015000.json
2026-02-02 18:41:02,032 - nanochat.checkpoint_manager - [32m[1mINFO[0m - Saved optimizer state to: /home/dave/.cache/nanochat/sft_checkpoints/d16/optim_015000_rank0.pt
Epoch 1/2 done in 5553.0s | avg loss: 1.0126 | tokens: 29,373,984
  step 15050/30026 | epoch 2/2 | loss: 1.0755 | avg: 0.9756 | lr: 2.92e-05
  step 15100/30026 | epoch 2/2 | loss: 1.3945 | avg: 0.9573 | lr: 2.91e-05
  step 15150/30026 | epoch 2/2 | loss: 0.8882 | avg: 0.9306 | lr: 2.90e-05
  step 15200/30026 | epoch 2/2 | loss: 1.1456 | avg: 0.9164 | lr: 2.88e-05
  step 15250/30026 | epoch 2/2 | loss: 0.9543 | avg: 0.9140 | lr: 2.87e-05
  step 15300/30026 | epoch 2/2 | loss: 1.0112 | avg: 0.9086 | lr: 2.85e-05
  step 15350/30026 | epoch 2/2 | loss: 1.2771 | avg: 0.9105 | lr: 2.84e-05
  step 15400/30026 | epoch 2/2 | loss: 1.0036 | avg: 0.9186 | lr: 2.82e-05
  step 15450/30026 | epoch 2/2 | loss: 1.0530 | avg: 0.9222 | lr: 2.81e-05
  step 15500/30026 | epoch 2/2 | loss: 1.0496 | avg: 0.9209 | lr: 2.79e-05
  step 15550/30026 | epoch 2/2 | loss: 0.8719 | avg: 0.9241 | lr: 2.78e-05
  step 15600/30026 | epoch 2/2 | loss: 1.1228 | avg: 0.9267 | lr: 2.77e-05
  step 15650/30026 | epoch 2/2 | loss: 0.9716 | avg: 0.9251 | lr: 2.75e-05
  step 15700/30026 | epoch 2/2 | loss: 0.8089 | avg: 0.9272 | lr: 2.74e-05
  step 15750/30026 | epoch 2/2 | loss: 0.9363 | avg: 0.9238 | lr: 2.72e-05
  step 15800/30026 | epoch 2/2 | loss: 1.1086 | avg: 0.9235 | lr: 2.71e-05
  step 15850/30026 | epoch 2/2 | loss: 1.0394 | avg: 0.9222 | lr: 2.69e-05
  step 15900/30026 | epoch 2/2 | loss: 0.6814 | avg: 0.9215 | lr: 2.68e-05
  step 15950/30026 | epoch 2/2 | loss: 0.9590 | avg: 0.9223 | lr: 2.66e-05
  step 16000/30026 | epoch 2/2 | loss: 0.7752 | avg: 0.9213 | lr: 2.65e-05
  step 16050/30026 | epoch 2/2 | loss: 0.9812 | avg: 0.9211 | lr: 2.64e-05
  step 16100/30026 | epoch 2/2 | loss: 1.2771 | avg: 0.9193 | lr: 2.62e-05
  step 16150/30026 | epoch 2/2 | loss: 0.6533 | avg: 0.9181 | lr: 2.61e-05
  step 16200/30026 | epoch 2/2 | loss: 1.1122 | avg: 0.9175 | lr: 2.59e-05
  step 16250/30026 | epoch 2/2 | loss: 0.9316 | avg: 0.9172 | lr: 2.58e-05
  step 16300/30026 | epoch 2/2 | loss: 0.9353 | avg: 0.9200 | lr: 2.56e-05
  step 16350/30026 | epoch 2/2 | loss: 0.8753 | avg: 0.9198 | lr: 2.55e-05
  step 16400/30026 | epoch 2/2 | loss: 1.2651 | avg: 0.9189 | lr: 2.53e-05
  step 16450/30026 | epoch 2/2 | loss: 0.9367 | avg: 0.9188 | lr: 2.52e-05
  step 16500/30026 | epoch 2/2 | loss: 0.8242 | avg: 0.9194 | lr: 2.50e-05
  step 16550/30026 | epoch 2/2 | loss: 1.0455 | avg: 0.9187 | lr: 2.49e-05
  step 16600/30026 | epoch 2/2 | loss: 0.6905 | avg: 0.9203 | lr: 2.48e-05
  step 16650/30026 | epoch 2/2 | loss: 0.9055 | avg: 0.9200 | lr: 2.46e-05
  step 16700/30026 | epoch 2/2 | loss: 0.8161 | avg: 0.9193 | lr: 2.45e-05
  step 16750/30026 | epoch 2/2 | loss: 0.2619 | avg: 0.9202 | lr: 2.43e-05
  step 16800/30026 | epoch 2/2 | loss: 1.1334 | avg: 0.9194 | lr: 2.42e-05
  step 16850/30026 | epoch 2/2 | loss: 0.9970 | avg: 0.9200 | lr: 2.40e-05
  step 16900/30026 | epoch 2/2 | loss: 1.1192 | avg: 0.9197 | lr: 2.39e-05
  step 16950/30026 | epoch 2/2 | loss: 1.1566 | avg: 0.9197 | lr: 2.37e-05
  step 17000/30026 | epoch 2/2 | loss: 0.8999 | avg: 0.9216 | lr: 2.36e-05
  step 17050/30026 | epoch 2/2 | loss: 1.0846 | avg: 0.9217 | lr: 2.34e-05
  step 17100/30026 | epoch 2/2 | loss: 1.0549 | avg: 0.9235 | lr: 2.33e-05
  step 17150/30026 | epoch 2/2 | loss: 0.6415 | avg: 0.9229 | lr: 2.32e-05
  step 17200/30026 | epoch 2/2 | loss: 0.7493 | avg: 0.9241 | lr: 2.30e-05
  step 17250/30026 | epoch 2/2 | loss: 0.9808 | avg: 0.9245 | lr: 2.29e-05
  step 17300/30026 | epoch 2/2 | loss: 0.9066 | avg: 0.9252 | lr: 2.27e-05
  step 17350/30026 | epoch 2/2 | loss: 1.1702 | avg: 0.9251 | lr: 2.26e-05
  step 17400/30026 | epoch 2/2 | loss: 0.9728 | avg: 0.9250 | lr: 2.24e-05
  step 17450/30026 | epoch 2/2 | loss: 0.5313 | avg: 0.9257 | lr: 2.23e-05
  step 17500/30026 | epoch 2/2 | loss: 0.7355 | avg: 0.9250 | lr: 2.21e-05
  step 17550/30026 | epoch 2/2 | loss: 0.6603 | avg: 0.9247 | lr: 2.20e-05
  step 17600/30026 | epoch 2/2 | loss: 0.7682 | avg: 0.9254 | lr: 2.19e-05
  step 17650/30026 | epoch 2/2 | loss: 1.3500 | avg: 0.9253 | lr: 2.17e-05
  step 17700/30026 | epoch 2/2 | loss: 0.9294 | avg: 0.9268 | lr: 2.16e-05
  step 17750/30026 | epoch 2/2 | loss: 1.2130 | avg: 0.9265 | lr: 2.14e-05
  step 17800/30026 | epoch 2/2 | loss: 1.0223 | avg: 0.9260 | lr: 2.13e-05
  step 17850/30026 | epoch 2/2 | loss: 1.0304 | avg: 0.9263 | lr: 2.11e-05
  step 17900/30026 | epoch 2/2 | loss: 0.9800 | avg: 0.9271 | lr: 2.10e-05
  step 17950/30026 | epoch 2/2 | loss: 1.1669 | avg: 0.9266 | lr: 2.08e-05
  step 18000/30026 | epoch 2/2 | loss: 0.6727 | avg: 0.9265 | lr: 2.07e-05
  step 18050/30026 | epoch 2/2 | loss: 0.3001 | avg: 0.9279 | lr: 2.06e-05
  step 18100/30026 | epoch 2/2 | loss: 0.8746 | avg: 0.9289 | lr: 2.04e-05
  step 18150/30026 | epoch 2/2 | loss: 0.7430 | avg: 0.9284 | lr: 2.03e-05
  step 18200/30026 | epoch 2/2 | loss: 0.6498 | avg: 0.9270 | lr: 2.01e-05
  step 18250/30026 | epoch 2/2 | loss: 1.2872 | avg: 0.9264 | lr: 2.00e-05
  step 18300/30026 | epoch 2/2 | loss: 1.1111 | avg: 0.9270 | lr: 1.98e-05
  step 18350/30026 | epoch 2/2 | loss: 0.5310 | avg: 0.9275 | lr: 1.97e-05
  step 18400/30026 | epoch 2/2 | loss: 1.1349 | avg: 0.9280 | lr: 1.96e-05
  step 18450/30026 | epoch 2/2 | loss: 1.1351 | avg: 0.9283 | lr: 1.94e-05
  step 18500/30026 | epoch 2/2 | loss: 0.5586 | avg: 0.9282 | lr: 1.93e-05
  step 18550/30026 | epoch 2/2 | loss: 0.8883 | avg: 0.9289 | lr: 1.91e-05
  step 18600/30026 | epoch 2/2 | loss: 0.8473 | avg: 0.9289 | lr: 1.90e-05
  step 18650/30026 | epoch 2/2 | loss: 0.5726 | avg: 0.9294 | lr: 1.89e-05
  step 18700/30026 | epoch 2/2 | loss: 1.2010 | avg: 0.9294 | lr: 1.87e-05
  step 18750/30026 | epoch 2/2 | loss: 0.9093 | avg: 0.9295 | lr: 1.86e-05
  step 18800/30026 | epoch 2/2 | loss: 0.7874 | avg: 0.9293 | lr: 1.84e-05
  step 18850/30026 | epoch 2/2 | loss: 0.4622 | avg: 0.9297 | lr: 1.83e-05
  step 18900/30026 | epoch 2/2 | loss: 1.1660 | avg: 0.9296 | lr: 1.82e-05
  step 18950/30026 | epoch 2/2 | loss: 0.8826 | avg: 0.9300 | lr: 1.80e-05
  step 19000/30026 | epoch 2/2 | loss: 1.0695 | avg: 0.9295 | lr: 1.79e-05
  step 19050/30026 | epoch 2/2 | loss: 0.5837 | avg: 0.9289 | lr: 1.77e-05
  step 19100/30026 | epoch 2/2 | loss: 1.0925 | avg: 0.9288 | lr: 1.76e-05
  step 19150/30026 | epoch 2/2 | loss: 1.3042 | avg: 0.9286 | lr: 1.75e-05
  step 19200/30026 | epoch 2/2 | loss: 1.4511 | avg: 0.9291 | lr: 1.73e-05
  step 19250/30026 | epoch 2/2 | loss: 1.0585 | avg: 0.9296 | lr: 1.72e-05
  step 19300/30026 | epoch 2/2 | loss: 0.6747 | avg: 0.9293 | lr: 1.70e-05
  step 19350/30026 | epoch 2/2 | loss: 0.9426 | avg: 0.9291 | lr: 1.69e-05
  step 19400/30026 | epoch 2/2 | loss: 1.1271 | avg: 0.9285 | lr: 1.68e-05
  step 19450/30026 | epoch 2/2 | loss: 0.7401 | avg: 0.9278 | lr: 1.66e-05
  step 19500/30026 | epoch 2/2 | loss: 0.3901 | avg: 0.9275 | lr: 1.65e-05
  step 19550/30026 | epoch 2/2 | loss: 0.5307 | avg: 0.9277 | lr: 1.64e-05
  step 19600/30026 | epoch 2/2 | loss: 1.1056 | avg: 0.9278 | lr: 1.62e-05
  step 19650/30026 | epoch 2/2 | loss: 0.7855 | avg: 0.9277 | lr: 1.61e-05
  step 19700/30026 | epoch 2/2 | loss: 0.8049 | avg: 0.9278 | lr: 1.60e-05
  step 19750/30026 | epoch 2/2 | loss: 0.7488 | avg: 0.9276 | lr: 1.58e-05
  step 19800/30026 | epoch 2/2 | loss: 0.9459 | avg: 0.9270 | lr: 1.57e-05
  step 19850/30026 | epoch 2/2 | loss: 0.7379 | avg: 0.9272 | lr: 1.55e-05
  step 19900/30026 | epoch 2/2 | loss: 0.8061 | avg: 0.9271 | lr: 1.54e-05
  step 19950/30026 | epoch 2/2 | loss: 0.7891 | avg: 0.9266 | lr: 1.53e-05
  step 20000/30026 | epoch 2/2 | loss: 0.8613 | avg: 0.9262 | lr: 1.51e-05
2026-02-02 19:37:29,179 - nanochat.checkpoint_manager - [32m[1mINFO[0m - Saved model parameters to: /home/dave/.cache/nanochat/sft_checkpoints/d16/model_020000.pt
2026-02-02 19:37:29,179 - nanochat.checkpoint_manager - [32m[1mINFO[0m - Saved metadata to: /home/dave/.cache/nanochat/sft_checkpoints/d16/meta_020000.json
2026-02-02 19:37:31,383 - nanochat.checkpoint_manager - [32m[1mINFO[0m - Saved optimizer state to: /home/dave/.cache/nanochat/sft_checkpoints/d16/optim_020000_rank0.pt
  step 20050/30026 | epoch 2/2 | loss: 0.9455 | avg: 0.9259 | lr: 1.50e-05
  step 20100/30026 | epoch 2/2 | loss: 0.9844 | avg: 0.9261 | lr: 1.49e-05
  step 20150/30026 | epoch 2/2 | loss: 0.8537 | avg: 0.9263 | lr: 1.47e-05
  step 20200/30026 | epoch 2/2 | loss: 1.4513 | avg: 0.9265 | lr: 1.46e-05
  step 20250/30026 | epoch 2/2 | loss: 1.7349 | avg: 0.9261 | lr: 1.45e-05
  step 20300/30026 | epoch 2/2 | loss: 0.9847 | avg: 0.9260 | lr: 1.44e-05
  step 20350/30026 | epoch 2/2 | loss: 1.0064 | avg: 0.9259 | lr: 1.42e-05
  step 20400/30026 | epoch 2/2 | loss: 1.1199 | avg: 0.9261 | lr: 1.41e-05
  step 20450/30026 | epoch 2/2 | loss: 0.9313 | avg: 0.9263 | lr: 1.40e-05
  step 20500/30026 | epoch 2/2 | loss: 0.8308 | avg: 0.9265 | lr: 1.38e-05
  step 20550/30026 | epoch 2/2 | loss: 0.8719 | avg: 0.9262 | lr: 1.37e-05
  step 20600/30026 | epoch 2/2 | loss: 0.8541 | avg: 0.9266 | lr: 1.36e-05
  step 20650/30026 | epoch 2/2 | loss: 0.9897 | avg: 0.9267 | lr: 1.34e-05
  step 20700/30026 | epoch 2/2 | loss: 0.9812 | avg: 0.9267 | lr: 1.33e-05
  step 20750/30026 | epoch 2/2 | loss: 1.0777 | avg: 0.9269 | lr: 1.32e-05
  step 20800/30026 | epoch 2/2 | loss: 0.9166 | avg: 0.9271 | lr: 1.31e-05
  step 20850/30026 | epoch 2/2 | loss: 0.7337 | avg: 0.9273 | lr: 1.29e-05
  step 20900/30026 | epoch 2/2 | loss: 0.7884 | avg: 0.9273 | lr: 1.28e-05
  step 20950/30026 | epoch 2/2 | loss: 1.1417 | avg: 0.9274 | lr: 1.27e-05
  step 21000/30026 | epoch 2/2 | loss: 1.0480 | avg: 0.9273 | lr: 1.25e-05
  step 21050/30026 | epoch 2/2 | loss: 0.6520 | avg: 0.9268 | lr: 1.24e-05
  step 21100/30026 | epoch 2/2 | loss: 1.0494 | avg: 0.9271 | lr: 1.23e-05
  step 21150/30026 | epoch 2/2 | loss: 1.1443 | avg: 0.9269 | lr: 1.22e-05
  step 21200/30026 | epoch 2/2 | loss: 0.8327 | avg: 0.9268 | lr: 1.20e-05
  step 21250/30026 | epoch 2/2 | loss: 0.4440 | avg: 0.9267 | lr: 1.19e-05
  step 21300/30026 | epoch 2/2 | loss: 1.5161 | avg: 0.9265 | lr: 1.18e-05
  step 21350/30026 | epoch 2/2 | loss: 1.1109 | avg: 0.9270 | lr: 1.17e-05
  step 21400/30026 | epoch 2/2 | loss: 0.8274 | avg: 0.9270 | lr: 1.16e-05
  step 21450/30026 | epoch 2/2 | loss: 1.1698 | avg: 0.9270 | lr: 1.14e-05
  step 21500/30026 | epoch 2/2 | loss: 0.6563 | avg: 0.9267 | lr: 1.13e-05
  step 21550/30026 | epoch 2/2 | loss: 0.9296 | avg: 0.9263 | lr: 1.12e-05
  step 21600/30026 | epoch 2/2 | loss: 0.7431 | avg: 0.9263 | lr: 1.11e-05
  step 21650/30026 | epoch 2/2 | loss: 1.1811 | avg: 0.9266 | lr: 1.09e-05
  step 21700/30026 | epoch 2/2 | loss: 0.9737 | avg: 0.9269 | lr: 1.08e-05
  step 21750/30026 | epoch 2/2 | loss: 0.7069 | avg: 0.9262 | lr: 1.07e-05
  step 21800/30026 | epoch 2/2 | loss: 1.0473 | avg: 0.9264 | lr: 1.06e-05
  step 21850/30026 | epoch 2/2 | loss: 0.9773 | avg: 0.9264 | lr: 1.05e-05
  step 21900/30026 | epoch 2/2 | loss: 1.0205 | avg: 0.9263 | lr: 1.04e-05
  step 21950/30026 | epoch 2/2 | loss: 1.1391 | avg: 0.9261 | lr: 1.02e-05
  step 22000/30026 | epoch 2/2 | loss: 0.8581 | avg: 0.9263 | lr: 1.01e-05
  step 22050/30026 | epoch 2/2 | loss: 0.9772 | avg: 0.9267 | lr: 1.00e-05
  step 22100/30026 | epoch 2/2 | loss: 1.1907 | avg: 0.9264 | lr: 9.88e-06
  step 22150/30026 | epoch 2/2 | loss: 1.0421 | avg: 0.9261 | lr: 9.77e-06
  step 22200/30026 | epoch 2/2 | loss: 0.5839 | avg: 0.9260 | lr: 9.65e-06
  step 22250/30026 | epoch 2/2 | loss: 1.6417 | avg: 0.9261 | lr: 9.54e-06
  step 22300/30026 | epoch 2/2 | loss: 0.7068 | avg: 0.9258 | lr: 9.43e-06
  step 22350/30026 | epoch 2/2 | loss: 1.0117 | avg: 0.9260 | lr: 9.31e-06
  step 22400/30026 | epoch 2/2 | loss: 1.0261 | avg: 0.9261 | lr: 9.20e-06
  step 22450/30026 | epoch 2/2 | loss: 0.8474 | avg: 0.9261 | lr: 9.09e-06
  step 22500/30026 | epoch 2/2 | loss: 0.7354 | avg: 0.9263 | lr: 8.98e-06
  step 22550/30026 | epoch 2/2 | loss: 0.7007 | avg: 0.9264 | lr: 8.86e-06
  step 22600/30026 | epoch 2/2 | loss: 0.9831 | avg: 0.9264 | lr: 8.75e-06
  step 22650/30026 | epoch 2/2 | loss: 0.6071 | avg: 0.9261 | lr: 8.64e-06
  step 22700/30026 | epoch 2/2 | loss: 1.8545 | avg: 0.9261 | lr: 8.53e-06
  step 22750/30026 | epoch 2/2 | loss: 0.9046 | avg: 0.9259 | lr: 8.42e-06
  step 22800/30026 | epoch 2/2 | loss: 0.4294 | avg: 0.9258 | lr: 8.32e-06
  step 22850/30026 | epoch 2/2 | loss: 1.0201 | avg: 0.9259 | lr: 8.21e-06
  step 22900/30026 | epoch 2/2 | loss: 1.2375 | avg: 0.9262 | lr: 8.10e-06
  step 22950/30026 | epoch 2/2 | loss: 0.9399 | avg: 0.9264 | lr: 7.99e-06
  step 23000/30026 | epoch 2/2 | loss: 0.6055 | avg: 0.9263 | lr: 7.89e-06
  step 23050/30026 | epoch 2/2 | loss: 0.7879 | avg: 0.9262 | lr: 7.78e-06
  step 23100/30026 | epoch 2/2 | loss: 0.4350 | avg: 0.9264 | lr: 7.68e-06
  step 23150/30026 | epoch 2/2 | loss: 1.1224 | avg: 0.9260 | lr: 7.57e-06
  step 23200/30026 | epoch 2/2 | loss: 1.0725 | avg: 0.9260 | lr: 7.47e-06
  step 23250/30026 | epoch 2/2 | loss: 0.7975 | avg: 0.9256 | lr: 7.37e-06
  step 23300/30026 | epoch 2/2 | loss: 1.0408 | avg: 0.9255 | lr: 7.26e-06
  step 23350/30026 | epoch 2/2 | loss: 1.0280 | avg: 0.9254 | lr: 7.16e-06
  step 23400/30026 | epoch 2/2 | loss: 0.7724 | avg: 0.9254 | lr: 7.06e-06
  step 23450/30026 | epoch 2/2 | loss: 0.7940 | avg: 0.9254 | lr: 6.96e-06
  step 23500/30026 | epoch 2/2 | loss: 1.1304 | avg: 0.9256 | lr: 6.86e-06
  step 23550/30026 | epoch 2/2 | loss: 1.2031 | avg: 0.9253 | lr: 6.76e-06
  step 23600/30026 | epoch 2/2 | loss: 1.1757 | avg: 0.9252 | lr: 6.66e-06
  step 23650/30026 | epoch 2/2 | loss: 0.6847 | avg: 0.9252 | lr: 6.56e-06
  step 23700/30026 | epoch 2/2 | loss: 1.1300 | avg: 0.9251 | lr: 6.46e-06
  step 23750/30026 | epoch 2/2 | loss: 1.0938 | avg: 0.9253 | lr: 6.37e-06
  step 23800/30026 | epoch 2/2 | loss: 0.9435 | avg: 0.9247 | lr: 6.27e-06
  step 23850/30026 | epoch 2/2 | loss: 0.2078 | avg: 0.9246 | lr: 6.17e-06
  step 23900/30026 | epoch 2/2 | loss: 1.1787 | avg: 0.9248 | lr: 6.08e-06
  step 23950/30026 | epoch 2/2 | loss: 0.8544 | avg: 0.9248 | lr: 5.98e-06
  step 24000/30026 | epoch 2/2 | loss: 0.7012 | avg: 0.9247 | lr: 5.89e-06
  step 24050/30026 | epoch 2/2 | loss: 1.1992 | avg: 0.9252 | lr: 5.80e-06
  step 24100/30026 | epoch 2/2 | loss: 0.8800 | avg: 0.9251 | lr: 5.70e-06
  step 24150/30026 | epoch 2/2 | loss: 1.3229 | avg: 0.9252 | lr: 5.61e-06
  step 24200/30026 | epoch 2/2 | loss: 0.8762 | avg: 0.9255 | lr: 5.52e-06
  step 24250/30026 | epoch 2/2 | loss: 0.9299 | avg: 0.9255 | lr: 5.43e-06
  step 24300/30026 | epoch 2/2 | loss: 0.5293 | avg: 0.9251 | lr: 5.34e-06
  step 24350/30026 | epoch 2/2 | loss: 0.9604 | avg: 0.9253 | lr: 5.25e-06
  step 24400/30026 | epoch 2/2 | loss: 1.0014 | avg: 0.9252 | lr: 5.16e-06
  step 24450/30026 | epoch 2/2 | loss: 0.9013 | avg: 0.9251 | lr: 5.07e-06
  step 24500/30026 | epoch 2/2 | loss: 0.9909 | avg: 0.9251 | lr: 4.99e-06
  step 24550/30026 | epoch 2/2 | loss: 1.2457 | avg: 0.9252 | lr: 4.90e-06
  step 24600/30026 | epoch 2/2 | loss: 0.5989 | avg: 0.9251 | lr: 4.81e-06
  step 24650/30026 | epoch 2/2 | loss: 1.2988 | avg: 0.9251 | lr: 4.73e-06
  step 24700/30026 | epoch 2/2 | loss: 1.1070 | avg: 0.9253 | lr: 4.64e-06
  step 24750/30026 | epoch 2/2 | loss: 1.2136 | avg: 0.9252 | lr: 4.56e-06
  step 24800/30026 | epoch 2/2 | loss: 0.8918 | avg: 0.9253 | lr: 4.48e-06
  step 24850/30026 | epoch 2/2 | loss: 1.1855 | avg: 0.9253 | lr: 4.39e-06
  step 24900/30026 | epoch 2/2 | loss: 0.7226 | avg: 0.9253 | lr: 4.31e-06
  step 24950/30026 | epoch 2/2 | loss: 1.1751 | avg: 0.9253 | lr: 4.23e-06
  step 25000/30026 | epoch 2/2 | loss: 0.7026 | avg: 0.9252 | lr: 4.15e-06
2026-02-02 20:37:33,139 - nanochat.checkpoint_manager - [32m[1mINFO[0m - Saved model parameters to: /home/dave/.cache/nanochat/sft_checkpoints/d16/model_025000.pt
2026-02-02 20:37:33,139 - nanochat.checkpoint_manager - [32m[1mINFO[0m - Saved metadata to: /home/dave/.cache/nanochat/sft_checkpoints/d16/meta_025000.json
2026-02-02 20:37:35,169 - nanochat.checkpoint_manager - [32m[1mINFO[0m - Saved optimizer state to: /home/dave/.cache/nanochat/sft_checkpoints/d16/optim_025000_rank0.pt
  step 25050/30026 | epoch 2/2 | loss: 0.8765 | avg: 0.9252 | lr: 4.07e-06
  step 25100/30026 | epoch 2/2 | loss: 0.8339 | avg: 0.9251 | lr: 3.99e-06
  step 25150/30026 | epoch 2/2 | loss: 0.8049 | avg: 0.9253 | lr: 3.91e-06
  step 25200/30026 | epoch 2/2 | loss: 1.2704 | avg: 0.9251 | lr: 3.83e-06
  step 25250/30026 | epoch 2/2 | loss: 1.0472 | avg: 0.9251 | lr: 3.76e-06
  step 25300/30026 | epoch 2/2 | loss: 0.7994 | avg: 0.9249 | lr: 3.68e-06
  step 25350/30026 | epoch 2/2 | loss: 1.1756 | avg: 0.9250 | lr: 3.61e-06
  step 25400/30026 | epoch 2/2 | loss: 0.9110 | avg: 0.9251 | lr: 3.53e-06
  step 25450/30026 | epoch 2/2 | loss: 1.0947 | avg: 0.9251 | lr: 3.46e-06
  step 25500/30026 | epoch 2/2 | loss: 1.3699 | avg: 0.9250 | lr: 3.38e-06
  step 25550/30026 | epoch 2/2 | loss: 0.8990 | avg: 0.9254 | lr: 3.31e-06
  step 25600/30026 | epoch 2/2 | loss: 1.0677 | avg: 0.9253 | lr: 3.24e-06
  step 25650/30026 | epoch 2/2 | loss: 0.7118 | avg: 0.9253 | lr: 3.17e-06
  step 25700/30026 | epoch 2/2 | loss: 1.0801 | avg: 0.9254 | lr: 3.10e-06
  step 25750/30026 | epoch 2/2 | loss: 0.9573 | avg: 0.9255 | lr: 3.03e-06
  step 25800/30026 | epoch 2/2 | loss: 0.9423 | avg: 0.9256 | lr: 2.96e-06
